id	GSM1854187_Control	GSM1854188_Control	GSM1854189_Control	GSM1854182_Treat	GSM1854183_Treat	GSM1854184_Treat	GSM1854185_Treat	GSM1854186_Treat
 BNIP3L 	9.536749125	9.377691125	9.359430625	9.232906	9.296751625	9.042071125	9.192876125	9.054255125
 BNIP3P1 	5.4607605	5.428922125	5.78701625	5.451801625	5.111127	5.21726025	5.16820675	4.876258625
 BNIPL 	5.23125675	5.039778	5.066774125	4.472455625	4.508811375	4.4915515	4.80464475	4.769133125
 BOC 	5.643854375	5.773049875	5.475576125	5.917501625	6.409382875	5.838100625	5.966294125	5.790682375
 BOD1 	5.73022575	5.70645275	5.844595375	5.7098255	5.6612915	5.493626625	5.660096	5.625985625
 BOD1L1 	7.061812	6.88121825	7.270258125	6.778789625	7.073037	6.576669625	7.007577375	6.9649394375
 BOD1L2 	4.280955	4.35821925	4.037101	4.251820625	4.20879375	4.253511125	4.204769625	4.190174375
 BOK-AS1 	6.53497875	6.729538875	6.404062375	6.5466895	6.65118925	6.641737125	6.559675125	6.537077375
 BOK 	6.896295	7.096802125	6.855717	6.8727506875	6.59996725	7.046274875	6.896696875	6.862753375
 BOLA1 	6.707928125	6.82918725	6.700341125	6.693652125	6.674942375	6.94330325	6.727776125	6.871173625
 BOLA2 	7.17148325	7.504147125	7.290976375	7.856281125	7.569873	7.9287195	7.544363375	7.7445075
 BOLA3-AS1 	5.13517275	5.284587875	5.176691375	4.95202475	5.038201	4.93371775	4.927148125	4.96898325
 BOLA3 	6.89108175	6.99267975	6.865776	7.151528875	6.98960175	7.491110125	7.003903625	7.022095
 BOLL 	3.414935875	3.38605525	3.4209334375	3.359178875	3.4003005625	3.4054755	3.370638	3.36711025
 BOP1 	6.448230375	6.570659375	6.299492125	6.6876145	6.530088375	6.88084875	6.443764875	6.569186
 BORA 	4.266673375	4.266864375	4.37723625	4.440346625	4.41935075	4.319758875	4.338556125	4.414069125
 BPESC1 	3.1274695	3.146911875	3.19966475	3.170310625	3.201911	3.2221875	3.1380805	3.065483125
 BPGM 	6.908282	6.846112125	6.8441195	6.939306375	7.21920425	6.79145725	6.80035075	6.7981805
 BPHL 	5.648967125	5.59815525	5.660231625	5.59123275	5.576376875	5.592361	5.71825325	5.60052975
 BPI 	4.4237515	3.832814375	3.721655375	3.87351775	4.124932	3.72883075	3.7290869375	3.84065875
 BPIFA1 	4.43453275	4.773095625	4.892486375	5.093747125	7.74550275	4.695261	5.02363075	5.690829375
 BPIFA2 	3.577513125	3.6716815	3.698828625	3.67601275	3.680305875	3.7495555	3.681952375	3.63193425
 BPIFA3 	3.496469	3.487294125	3.495255375	3.427715875	3.5217425	3.587090125	3.41197225	3.4433994375
 BPIFA4P 	3.608623875	3.600590625	3.65018225	3.64049875	3.790582	3.5724055	3.637539125	3.607475375
 BPIFB1 	5.49462675	5.9011005	6.111585125	6.9849961875	10.227837	5.925561375	7.173792625	8.722661875
 BPIFB2 	5.12561925	5.398705375	5.19950875	5.244913625	5.24626675	5.33559875	5.189248375	5.195643375
 BPIFB3 	5.38435875	5.554017125	5.404915875	5.473885	5.369705625	5.5023555	5.42275175	5.474640375
 BPIFB4 	4.961691875	4.97285375	4.9721895	4.935010375	4.965326875	5.18175375	4.949857875	4.926817625
 BPIFB6 	4.210465625	4.261929375	4.179521125	4.227209875	4.196014375	4.117463125	4.210129375	4.1737915
 BPIFC 	2.84622175	2.777883375	2.816375125	2.793015375	2.797431125	2.679699	2.79526075	2.783698375
 BPNT1 	5.93416925	5.7949715	5.989431625	5.83611175	5.683710125	5.66176875	5.788297	5.869754875
 BPTF 	8.293848625	8.191016125	8.490498875	7.884236	7.936594125	7.572396	8.167575125	8.183817375
 BPY2B 	2.745197375	2.6765525	2.71335725	2.66755575	2.678499	2.650547125	2.62801775	2.682228625
 BRAF 	7.444791	7.259120375	7.644154375	7.139365125	7.152121625	6.806142625	7.263674125	7.323261125
 BRAP 	6.5320315	6.5042835	6.666603375	6.5209545	6.520028	6.24093375	6.531608	6.528247
 BRAT1 	6.259455	6.350365125	6.255406	6.25323475	6.292496625	6.375193125	6.292230875	6.3526395
 BRCA1 	4.412827	4.309899625	4.3972940625	4.3863265	4.3755064375	4.26459775	4.367771625	4.370342375
 BRCA2 	3.511370625	3.40292275	3.78237625	3.810905875	3.816532375	3.654534625	3.812931625	4.206732875
 BRCC3 	6.677647875	6.482246125	6.56443275	6.8136945	6.600354625	6.5271305	6.60182525	6.639669
 BRD1 	6.684906	6.727625875	6.592901	6.589013625	6.565115625	6.576073375	6.57932875	6.603898875
 BRD2-IT1 	3.25260575	3.30303775	3.31167175	3.0309134375	3.4380940625	3.8372505	3.325543125	3.167159
 BRD2 	7.5960515	7.457207625	7.4984615	7.288360375	7.37274675	7.13291375	7.376987	7.4378095
 BRD3 	7.4846395	7.686829625	7.482198	7.3019116875	7.336706	7.576975	7.438155375	7.457803
 BRD4 	7.782374625	7.84689675	7.76579	7.75259575	7.70358475	7.826155375	7.7664115	7.818879125
 BRD7 	7.961543375	7.77337075	7.98679975	7.50697025	7.6576435	7.36702825	7.72812	7.727117625
 BRD7P3 	2.595170125	2.44846625	2.433780625	2.538501125	2.73646175	2.508382	2.560638	2.535701
 BRD8 	6.163632375	6.13813775	6.315943125	6.01957325	6.165115375	5.968517125	6.107099875	6.15017575
 BRD9 	5.90221	5.918594875	5.977455625	5.948093375	5.8791945	5.944995125	5.943885625	5.929289
 BRDT 	2.551805	2.55571075	2.5846275	2.564260125	2.564521875	2.585287625	2.58600325	2.570115375
 BRE-AS1 	6.02117275	3.733213875	3.44104875	4.26018025	6.279660125	3.296835	3.74920225	4.26250575
 BRE 	6.522040375	6.6485115	6.786949125	6.830620375	6.881557875	6.745658125	6.717386125	6.792864875
 BREA2 	5.243581375	5.18670575	5.206437	5.01173075	5.243581375	5.231639	5.217379375	5.304604375
 BRF1 	6.31285925	6.32943325	6.229310875	6.257378375	6.31061575	6.449574625	6.318867375	6.31061575
 BRF2 	5.67841375	5.97837525	5.969636875	5.701306625	5.6290075	5.728894375	5.754761375	5.69522425
 BRI3 	7.1298915	7.12261775	7.1015285	7.054541	6.97097175	7.109987375	7.0741645	6.971591875
 BRI3BP 	6.782231625	6.79895225	6.603675875	6.850510375	6.749587375	6.88322025	6.87379075	7.044681375
 BRICD5 	6.077290625	6.21035625	5.9860665	6.10633675	6.130343625	6.333531	6.129341625	6.111329125
 BRIP1 	3.1745135	3.063636125	3.2098535	3.278811125	3.273461875	3.067562875	3.2314725	3.39648675
 BRIX1 	5.896093	5.7071881875	5.854293	5.863936125	5.904709	5.78903125	5.8157835	5.793581125
 BRK1 	8.662052125	8.719822375	8.67898325	8.785118	8.707695125	8.754103	8.713631	8.616273
 BRMS1 	6.40625875	6.429531	6.458606625	6.60182525	6.412318875	6.689361	6.380725125	6.4570245625
 BRMS1L 	4.70381375	4.530474375	4.599851125	4.670020375	4.804048625	4.471455125	4.508609125	4.531215125
 BROX 	7.801235625	7.746288625	7.828442	7.69749125	7.701987	7.54865075	7.794837875	7.726626625
 BRPF1 	6.453544375	6.548572625	6.402720875	6.389857625	6.383481125	6.419753	6.3121145	6.339614
 BRPF3 	6.765978375	6.741887625	6.717654	6.7031985	6.64537425	6.740239	6.614836	6.756201875
 BRS3 	3.027541625	2.958766375	2.967200125	2.877363625	2.947749625	2.79227825	2.96587475	3.100461375
 BRSK1 	5.4423725625	5.489616	5.4491255	5.50014925	5.48530675	5.738590625	5.480625125	5.516405
 BRSK2 	5.631794875	5.71578025	5.612274	5.636550625	5.5991565	5.7770175	5.61389425	5.602605
 BRWD1-AS1 	2.75069475	2.791721875	2.7414255	2.65152675	2.740514125	2.97630575	2.552631875	2.658841375
 BRWD1-IT1 	2.75184525	2.903650625	2.870617875	2.784067625	2.8435655	2.614955625	2.866886875	2.624564375
 BRWD1-IT2 	4.75719075	4.992414625	4.77615225	4.838273375	4.758042	5.081309625	4.644664375	4.895675
 BRWD1 	6.692187	6.35223	6.8769779375	6.270298125	6.367905625	5.70645275	6.5611165	6.67920175
 BRWD3 	6.406382625	6.1851205	6.51070475	6.124335375	6.436210375	5.676334125	6.386119625	6.56167825
 BSCL2 	6.675468	6.751254125	6.667165375	6.7587485625	6.722372	6.8394731875	6.75378475	6.807541
 BSDC1 	6.55040725	6.537005125	6.51029475	6.367686875	6.50019175	6.469464625	6.512600875	6.509348875
 BSG 	8.575185625	8.885351125	8.675747625	8.69782325	8.62667375	8.89707775	8.591096125	8.713631
 BSN-AS1 	2.868141375	2.785724625	2.972002375	2.968484	2.9040485	2.84986775	3.106705375	2.977893125
 BSN-AS2 	3.446249125	3.36764575	3.40292275	3.536039375	3.388604125	3.295270875	3.403781875	3.380150625
 BSN 	5.12702025	5.369329625	5.162728625	5.21476625	5.209427625	5.521092375	5.135896375	5.172663125
 BSND 	4.310234625	4.373055375	4.331715875	4.3866005	4.388689	4.544732375	4.400952875	4.28358225
 BSPH1 	2.524652375	2.478326625	2.355626625	2.492636	2.36212475	2.51560975	2.43635475	2.49070325
 BSPRY 	5.945228875	5.832057125	5.8972085	5.809025	5.759035	6.22840475	5.858125125	5.837948875
 BST1 	5.859016	5.375845125	5.3298221875	5.55849975	6.345431	5.34226975	5.7043435	5.507983875
 BST2 	7.51479575	7.591717625	7.579738625	7.00404675	7.056954125	6.71540475	7.19945325	7.62524175
 BSX 	6.499470875	6.71698875	6.508871375	6.6635945	6.595737	7.033106125	6.57488775	6.79878075
 BTAF1 	6.6661285	6.5379635	6.750315625	6.7010265	6.702932875	6.264049625	6.655227375	6.788160375
 BTBD1 	8.378186875	8.346854875	8.29659725	8.387508625	8.368249625	8.24321	8.480173875	8.35006325
 BTBD10 	6.21493575	6.0403185	6.254564875	6.2007695	6.21013075	5.87800625	6.137945875	6.120731
 BTBD11 	4.555927375	4.480192125	4.483446125	4.488386	4.52025375	4.406706125	4.424618375	4.5519065
 BTBD16 	3.36764575	3.34231775	3.393562625	3.369817125	3.369364375	3.280205	3.373841125	3.32849825
 BTBD17 	6.103430625	6.527447125	5.9235915	6.270706	6.078677625	6.49234	6.19730675	6.4426855
 BTBD18 	2.783293625	2.837320875	2.754767375	2.7468615	2.784417375	2.61752	2.783405625	2.7515765
 BTBD19 	6.488914	6.628502375	6.458606625	6.553960375	6.553432875	6.76070425	6.564633625	6.611527625
 BTBD2 	7.855067	8.008895	7.8932985	7.892180875	7.93376825	8.049717	7.937688	7.834982
 BTBD3 	6.409814375	6.340506625	6.80275475	6.559485	6.259387875	6.347355	6.49234	6.204529
 BTBD6 	7.16670025	7.417892125	7.1900525	7.273509	7.26798	7.622874375	7.294107125	7.3297325
 BTBD7 	6.905448875	6.837667875	6.8905905	6.826506625	6.830771125	6.684276125	6.880270125	6.7596335
 BTBD8 	3.579373875	3.449523625	3.764173125	3.263170625	3.44889175	3.322933875	3.48953425	3.3315965
 BTBD9-AS1 	3.17266325	3.170461125	3.40477775	3.187022	3.336796375	3.0998325	3.120896375	3.263716375
 BTBD9 	6.37908	6.3272285	6.482391625	6.24019875	6.02304725	6.06971125	6.245206875	6.14436175
 BTC 	5.248644375	4.740640625	4.69382	4.57959725	4.4361785	4.557800375	4.859290875	4.626213625
 BTD 	5.833637875	5.769440375	5.7722808125	5.7465499375	5.738590625	5.554017125	5.677601625	5.639235625
 BTF3 	7.416186375	7.4210425	7.4335705	7.43100875	7.57828475	7.266401875	7.5283465	7.38371375
 BTF3L4 	7.203009375	7.14899875	7.101350625	7.372968875	7.245498875	7.282418875	7.1976475	7.0380255
 BTF3L4P1 	3.801848	3.308756625	3.564549625	3.552645	3.65825575	3.351713	3.827631625	3.584871
 BTF3P10 	6.369482625	6.00579325	6.340506625	6.060678625	6.30307925	5.77234325	6.826602375	6.494803375
 BTF3P11 	4.139243375	3.89433825	4.162557	4.076146625	4.027978125	3.693794625	4.47283175	4.070782125
 BTG1 	8.705447125	8.4988915	8.560521	7.848987125	8.039677625	7.43484425	7.899438875	8.20670975
 BTG2 	10.23372975	8.802108	9.305773125	8.998479375	10.096478125	8.542477625	8.845856	9.516060875
 BTG3 	6.972134625	6.34495475	6.844569	6.527447125	6.531736875	6.264960625	6.544237625	6.585862125
 BTG4 	2.60606175	2.5412504375	2.4534325	2.5507391875	2.5492045	2.47574	2.633090375	2.557449
 BTK 	6.320789125	6.3061915625	6.350845	6.128733125	6.189690375	5.733277375	6.33866875	6.520380125
 BTLA 	3.612996625	3.8920645	3.746888125	3.7899135	4.193540125	3.594402	3.980734875	4.923980375
 BTN1A1 	4.022697625	4.0368994375	4.10374225	4.023012	4.081121375	3.95353725	4.037427625	4.257249375
 BTN2A1 	6.469778875	6.40325175	6.582402	6.38152175	6.441505625	6.17843175	6.452002875	6.496849
 BTN2A2 	5.910651875	5.797168375	5.826821125	5.779039375	5.75867875	5.6833225	5.957863125	6.00111525
 BTN2A3P 	4.722261	4.73027525	4.864406875	4.785956625	4.664183625	4.346517375	4.76461875	4.81829575
 BTN3A1 	7.748904	7.809032875	7.987565	7.00102425	7.441501	6.613241	7.6576435	7.686563375
 BTN3A2 	8.050890125	8.049717	8.334112	7.485408125	7.885380125	7.1429615	8.13645325	8.171693125
 BTN3A3 	6.54382775	6.452132	6.877612625	5.987288375	6.359015625	5.652055875	6.53819675	6.562905375
 BTNL10 	4.805885375	4.890662	4.7157765	4.765441125	4.776704	4.888231625	4.712496125	4.733101125
 BTNL2 	4.68917	4.84882325	4.634439125	4.822042	4.836687875	5.1169785	4.739102625	4.84555925
 BTNL3 	3.583614875	3.742270125	3.50800975	3.535120125	3.531048875	3.797391875	3.5044225	3.507325125
 BTNL8 	4.4315645	4.348664375	4.436593875	4.320478625	4.392265125	4.661436375	4.385644	4.356608
 BTNL9 	6.431985125	6.724960625	6.83178075	6.134261125	5.967816125	6.305318625	6.205455875	6.1032715
 BTRC 	6.486274125	6.270352	6.441013	6.29698675	6.351921375	6.195235125	6.2866085	6.29312525
 BUB1 	4.341977125	4.094868	3.828301875	4.411726875	4.391781125	4.274105	4.0440485	4.99423975
 BUB3 	6.923089625	6.882891875	6.912026625	6.949380125	6.95840175	6.71376575	6.893206625	7.08563475
 BUD13 	6.114781125	5.95330575	6.049791625	5.823082875	5.878944125	5.651394375	5.863438875	5.88047775
 BUD31 	6.81992475	6.770709375	6.900262	6.88860475	6.844296125	6.936429375	6.86089875	6.870837375
 BVES-AS1 	2.438044625	2.487785875	2.5169555	2.4141565	2.48425825	2.4928475	2.43410875	2.44640475
 BVES 	5.929768125	5.990708875	6.193873	6.084069375	6.3691695	5.228481	6.225802125	5.386331625
 BYSL 	5.278012125	5.360128875	5.4009785	5.660231625	5.68136975	5.867818625	5.21009875	5.36590675
 BZRAP1-AS1 	5.390428375	5.485810875	5.344161375	5.274981875	5.410496375	5.371985125	5.322543375	5.418955625
 BZRAP1 	5.90257325	5.951081875	5.917765875	5.85395875	5.8946065	6.083565375	5.8905471875	5.872549875
 BZW1 	8.409395875	8.2578145	8.280739375	8.595637375	8.64372575	8.545769	8.301233375	8.275777875
 BZW2 	5.79992	5.650274	5.718795875	6.230905875	6.06676675	6.084933375	5.61639625	5.80739625
 C10orf10 	6.62619975	6.626119375	7.23312725	7.088393125	7.140048875	7.17306175	7.307895	6.872801625
 C10orf105 	6.573636375	6.811619125	6.551446	6.712236375	6.704360875	6.956935875	6.74274575	6.83663825
 C10orf107 	5.304896	5.0083365	5.62802075	5.1664	5.044785875	4.478786	6.12102675	4.262672875
 C10orf11 	5.47530475	5.533240875	5.71904975	5.40727775	5.450631	5.298078875	5.32639225	5.31601075
 C10orf111 	4.19233175	4.338261	4.17246725	4.383604625	4.18182975	4.3120555	4.105727625	4.256667
 C10orf112 	3.5056255	3.6152105	3.492356875	3.731592625	3.579827125	3.629131375	3.647482	3.616531125
 C10orf113 	3.1613775	3.702497	3.48953425	3.134142875	3.165757875	3.061533875	3.22232375	3.0298795
 C10orf114 	5.331755	5.355329	5.153933375	5.32812875	5.44276875	5.528600125	5.405066125	5.442455
 C10orf115 	2.94493775	2.653688375	2.864141375	2.71301575	2.44030175	2.664091	2.698353375	2.668918125
 C10orf12 	6.900627625	6.78643175	6.881557875	6.832536875	6.88100325	6.677225375	6.907303375	6.96371675
 C10orf120 	2.89700125	2.905826875	2.716821875	2.845732875	2.85467125	3.127755875	2.772735875	2.833901375
 C10orf126 	3.44202675	3.407764375	3.46176275	3.433166125	3.452489625	3.37275875	3.3866645	3.46565375
 C10orf128 	5.804726375	5.805414625	5.777233625	5.7262475	5.7820915	5.4278184375	5.740883125	5.64212775
 C10orf129 	3.179100625	3.239561	3.293286125	3.26915025	3.267859	3.22685375	3.277478	3.2386235
 C10orf131 	2.838625	2.790556375	2.8449265	2.807640375	2.806798875	2.67269325	2.84578625	2.798000125
 C10orf137 	5.944064875	5.864965	5.9906473125	5.869277875	5.932794875	5.5856155	5.76706725	6.03178075
 C10orf2 	4.891574375	4.91734725	4.77474225	4.976027125	5.049900125	5.033765875	4.940444625	4.98557725
 C10orf25 	5.3763555	5.389937125	6.048801125	5.36665375	4.925159875	4.834978375	5.206077875	5.259570625
 C10orf32 	6.32956275	6.07137975	6.429146375	6.0706805	6.51658175	5.832057125	6.254898125	5.709665125
 C10orf35 	5.834196	5.916810875	5.802093	5.837795	5.809682875	6.055328875	5.8592705	5.987559375
 C10orf40 	2.640628875	2.6833895	2.72434875	2.644611125	2.67917	2.764443875	2.719324	2.723402125
 C10orf53 	3.622285375	3.794387625	3.62534525	3.6458925	3.737431625	3.5590545	3.59329775	3.614520125
 C10orf54 	7.0027435	7.193165	6.892414	6.757895125	7.046436125	6.61551	6.8151245	6.852199375
 C10orf55 	3.9731525625	3.966554625	3.87170025	4.020564875	4.1716865	4.15271275	3.98191825	4.099835625
 C10orf62 	5.571550625	5.8067655	5.788132375	5.75867875	5.422918375	6.033753875	5.463352375	5.845659625
 C10orf67 	3.194150625	2.893987125	3.169137625	2.818995	2.69181975	2.662355	2.836361625	2.775779
 C10orf71-AS1 	4.113476	4.091057	3.9314145	4.26459775	4.001763125	4.560348125	4.042868375	4.006239
 C10orf71 	4.95369875	4.932698375	4.88229875	5.080805625	4.96958525	5.219823125	4.95539925	4.92643425
 C10orf76 	7.17056225	6.949032875	7.08344325	6.9328395	6.93424275	6.678257	6.934604	6.744563125
 C10orf82 	4.39462525	4.539223125	4.4856309375	4.500889875	4.461559625	4.592632875	4.4497395	4.42226525
 C10orf85 	3.811776	3.804405	3.642788125	3.6633105	3.700088125	4.481883875	3.935161	3.812931625
 C10orf88 	6.114685875	5.970465375	6.145778125	6.00647775	6.006318375	5.840596	5.999887125	5.94992825
 C10orf90 	2.8522105	2.880231375	2.86070675	2.886698125	2.87969875	2.91972125	2.90252425	2.86971375
 C10orf91 	4.76461875	4.690432625	4.761725	4.740640625	4.7376155	4.649936375	4.713841875	4.689832125
 C10orf95 	6.6349625	6.749413375	6.559939875	6.60980125	6.53638425	6.977450875	6.705860875	6.814768375
 C10orf99 	4.665454625	4.759240625	4.65870125	4.61526775	4.639815	4.7215775	4.493718875	4.590666
 C11orf1 	6.262036375	5.989939375	6.121591125	5.910505875	6.06735	5.829600125	6.013664625	5.928882875
 C11orf16 	5.292953125	5.33725675	5.384623125	5.365291875	5.28348525	5.299350125	5.63978425	5.322543375
 C11orf21 	5.282851125	5.306618875	5.228631625	5.16022525	5.262836625	5.333562375	5.247454125	5.228481
 C11orf24 	7.4546595	7.68284975	7.3372215	8.402039125	8.104175375	8.411883875	7.750161	8.071996625
 C11orf30 	6.725353	6.643498875	6.7979625	6.340122625	6.706003125	5.914806375	6.66340325	6.64773225
 C11orf34 	2.825322	2.773675625	2.7416645	2.635376125	2.744013375	2.792612125	2.727855375	2.73598725
 C11orf35 	6.504104375	6.691842875	6.47154625	6.496849	6.534292875	6.7714265	6.53103975	6.64985125
 C11orf40 	2.773675625	2.960939875	2.87884025	2.8974895	3.017771875	2.896916375	2.915755875	2.881635625
 C11orf42 	3.976588	4.06353775	4.288359375	4.005362875	4.046739875	4.348840125	3.677915625	4.030137
 C11orf44 	5.047845625	5.015300375	4.940444625	5.0389095	5.0197935	5.249828125	5.00318625	4.818057625
 C11orf45 	5.23347925	5.29368975	5.226546	5.1492695	5.216264875	5.27994925	5.201362125	5.179878625
 C11orf48 	5.946109125	5.99637725	5.94090325	6.0963135	6.055328875	6.220392125	5.9948545	6.0561635
 C11orf49 	6.23161575	6.305980125	6.25007825	6.2833835	6.23082475	6.24263375	6.2334715	6.152902125
 C11orf53 	3.312988125	3.437646125	3.080263625	3.245153625	3.21075275	3.08066275	3.155260375	3.278002625
 C11orf54 	7.2484075	7.441265625	7.430639	6.559000875	7.036804375	6.067975125	7.00509575	7.022843625
 C11orf57 	6.2565315	6.228782	6.31285925	6.18993175	6.1524285	5.982272625	6.331133375	6.251785375
 C11orf58 	7.410202875	7.2264155	7.41220825	7.220693375	7.189968875	7.102678375	7.236263875	7.245498875
 C11orf63 	6.215758125	6.004046625	6.11899875	5.796611875	5.98071975	5.76460175	6.17879425	5.876595375
 C11orf65 	2.81372925	2.801277625	2.844852625	2.68388425	2.81670375	2.65090425	2.838625	2.808774875
 C11orf68 	6.301851	6.48681525	6.266064	6.345938	6.367686875	6.443764875	6.277121375	6.370554375
 C11orf70 	4.144496375	3.829372375	4.169087375	4.53211625	4.585511375	3.855402625	5.07915325	3.808976125
 C11orf71 	5.510740625	5.177814375	5.4130805	5.156188125	5.3056805	4.471623375	5.2271685	5.14219225
 C11orf72 	3.792855	3.623288875	3.677915625	3.58918	3.661384	3.564349625	3.639562125	3.5473585
 C11orf73 	4.843886375	4.69382	4.912411125	4.821864	4.86760375	4.713841875	4.7988435	4.7322375
 C11orf74 	5.276773625	5.199199	5.426812875	5.221099375	5.3449025	4.8433085	5.421372375	4.886333625
 C11orf80 	6.21682625	6.281547	6.119395125	6.218469125	6.407006	6.053804375	6.415397375	7.13353775
 C11orf82 	4.069071125	4.081884375	4.000249	3.982452	3.94611175	3.64477725	3.9689055	3.937429125
 C11orf83 	4.713371125	4.684950125	4.524422625	4.68917	4.67358625	4.93032775	4.670020375	4.630897625
 C11orf84 	6.198669625	6.2342275	6.16281675	6.160683	6.191714875	6.259886125	6.148121875	6.2007695
 C11orf85 	3.849774	3.77459025	3.815627125	3.78071725	3.812931625	3.876896375	3.78571375	3.779375875
 C11orf86 	5.24779525	5.4034085	5.36462875	5.185222625	5.198491875	5.478751375	5.291489875	5.6060235
 C11orf87 	4.81904775	4.73835675	4.79976775	4.763661875	4.7769485	4.710503375	4.73642925	4.763797625
 C11orf88 	3.917400625	3.770900875	4.066312375	4.006748	3.994308125	3.564549625	5.809025	3.458885375
 C11orf89 	6.017298125	6.304375625	5.9383115	5.758900875	5.989514875	6.08096	5.90759875	5.77745225
 C11orf92 	6.087101875	6.0360895	5.622258375	5.36462875	5.256360625	5.238280625	5.95501975	5.4461105
